artist_name,track_id,track_name,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,popularity
Voices Of Lee,1SW32tU0J7gVcABToQAWGa,O Come to the Altar,0.736,0.258,332736,0.282,0.0,3,0.111,-13.998,1,0.0339,149.514,3,0.185,27
Johann Sebastian Bach,6rbMId2R2uXX44YXsvB8DT,"Concerto in D Minor after Vivaldi, BWV 596: I. ‒",0.988,0.248,63200,0.0896,0.9,1,0.1009999999999999,-26.993,1,0.0446,103.507,4,0.0661,6
Tess Roby,1emNREGYUANdqj7kpwbXle,Air Above Mirage,0.967,0.44,217392,0.7190000000000001,0.92,8,0.0916,-10.968,1,0.0322,130.262,3,0.166,16
London Philharmonic Orchestra,3qTxIV00RQ6LImK8C0sarB,Mars,0.862,0.304,164040,0.371,0.912,2,0.615,-15.422,0,0.0564,71.96,4,0.0771,30
DT8 Project,1tkrm2ZmXSiuEjiPN49Ofh,Cycles (ASOT 906),0.000899,0.518,347990,0.83,0.8420000000000001,7,0.25,-13.406,0,0.0461,129.977,4,0.314,40
The Chainsmokers,42gkSeUtmr7gwxT62BJGiZ,Somebody - Ruhde Remix,0.432,0.6729999999999999,219053,0.662,1.99e-06,1,0.0951,-5.863,1,0.0319,104.038,4,0.1669999999999999,53
Richard Clayderman,1i9uUfUr9Q7ieTJI24mVQh,Green Green Grass Of Home,0.0955,0.5760000000000001,204428,0.519,0.802,3,0.12,-7.946000000000001,1,0.0269,87.152,4,0.564,8
Lil Durk,61VRPMDzGTCMD7lg1RlaBq,Treacherous,0.0535,0.7340000000000001,179789,0.5329999999999999,0.0,5,0.094,-7.105,0,0.528,150.74200000000002,4,0.2689999999999999,55
Petyr,3oFJyjT2Rmf7bk4OzLgHrf,Salt Lake,1.66e-06,0.0892,207160,0.948,0.594,5,0.411,-6.867999999999999,1,0.1369999999999999,190.925,4,0.35,8
Franz Joseph Haydn,5OI95xXZjZwu1eN8ugAlVJ,"Symphony No. 94 in G Major, Hob. I:94 ""Surprise"": IV. Finale. Allegro di molto",0.956,0.498,232227,0.213,0.738,7,0.124,-14.261,1,0.0573,73.003,4,0.536,6
Rivers of Nihil,6NgRSCfGt18L0ZbpHVBZWW,Where Owls Know My Name,6.45e-05,0.3929999999999999,402719,0.88,0.914,2,0.361,-6.965,1,0.0549,159.953,4,0.38,44
MRC,01ABguOnkK1QKre6p5rI6E,À l'aise,0.365,0.741,213933,0.507,1.49e-06,5,0.0932,-6.587000000000001,0,0.0618,92.008,4,0.498,36
Cazzi Opeia,2y5RaBW2PuF09n6m0inmGw,Wild Ones - Nathan Jain Remix,0.000678,0.6890000000000001,273750,0.813,0.0764,9,0.0224,-6.282,0,0.059,128.004,4,0.867,35
Soft Elevator,0Yzt4PmEr8JIvqB5pKlf6R,Intrepid Dove,0.722,0.953,193714,0.345,0.746,7,0.0925,-10.286,1,0.172,105.005,4,0.67,25
Goody Grace,1746Hs7bQJMMYAZvVYM3ig,Two Shots (feat. gnash),0.0542,0.768,179915,0.408,0.0,4,0.106,-8.551,0,0.0714,129.96,4,0.0905,67
Rain for Deep Sleep,3LjlHkrQxvbkX1L2TV8mT9,Gentle Rain,5.24e-06,0.0707,149768,0.851,0.975,1,0.655,-20.684,1,0.0809,79.28,1,0.0282,23
Joe Corfield,1NguRoyQbwytzMdrKAPDxI,When I'm With U,0.365,0.653,159820,0.492,0.888,4,0.0979,-8.224,0,0.0628,174.517,4,0.657,54
Wiz Khalifa,4JCr0Kj0mdFaafkeQKRrTZ,Bottle Poppers,0.0628,0.879,187158,0.662,0.0,2,0.243,-4.555,1,0.298,132.547,4,0.773,53
Byou,2j8EHayu8izDQSY6z0k3EQ,Buckle Down,0.042,0.792,136046,0.425,0.0,5,0.366,-9.206,0,0.31,129.827,4,0.2239999999999999,6
Kronos Quartet,1SgE9rWo4L4w0mQJ4AyuEQ,Everything Is Floating,0.941,0.218,119293,0.0943,0.337,0,0.115,-17.686,0,0.0496,81.70100000000001,5,0.0465,18
Franklin James,5glzRGoM3BePdpJ7yO50NT,We Were Just Kids When We Fell In Love,0.634,0.3329999999999999,260284,0.427,0.0,8,0.0844,-7.854,1,0.0427,189.386,3,0.319,26
Lexer,5KrzHacusgZztwiWEcoc7j,A Second To Forget,0.0157,0.804,407860,0.769,0.8690000000000001,0,0.0623,-7.701,1,0.0406,122.997,4,0.13,17
Lil Pump,1oEnImXo4QjmRzyoZn7yze,Fasho Fasho (feat. Offset),0.1969999999999999,0.884,178286,0.547,0.0,11,0.178,-9.124,1,0.185,139.977,4,0.486,66
Charlie Charles,4BGmYEDOK1swwoxTtfmVZD,Peace & Love,0.14,0.68,182745,0.785,0.0,8,0.309,-5.313,1,0.0615,152.96200000000002,4,0.319,68
Rogue Wave,5rW3anmLNKDA81nVJvW50H,Cheaper Than Therapy,0.163,0.42,330465,0.489,0.0179,1,0.102,-7.374,0,0.033,133.731,4,0.124,19
Moira Dela Torre,70bc7AZ8MN5niphOXyHpsD,Malaya,0.8540000000000001,0.585,320320,0.138,2.75e-05,7,0.0907,-11.172,1,0.0297,90.893,4,0.108,50
Dough Benji,3yfEggCq1btGhGvEK7Poj7,Out of Control,0.0744,0.883,128131,0.4579999999999999,0.0,2,0.0835,-14.357,1,0.294,104.992,4,0.242,1
Driftmoon,5vBG5BQXVY7B7hRnNLwCfD,When Heroes Fall (FYH100 - Part 3),0.000139,0.369,125219,0.904,0.732,4,0.923,-6.132000000000001,1,0.15,138.077,3,0.131,2
Aiidan,4oi8gyjVjrfUALnOGmPv40,Cool,0.00119,0.643,219108,0.578,0.000173,1,0.0854,-6.957000000000001,1,0.0281,91.982,4,0.303,17
Leoni Torres,0TqdL3lOJgtYtiXQjS3iis,Ella Sabe (Salsa) - Remasterizado,0.479,0.672,230227,0.727,0.0,0,0.32,-5.649,1,0.0424,173.78599999999997,4,0.961,27
Anand Aravindakshan,740uAhWtFSNgMNHE3sPXZv,Kanne Kanmaniye,0.258,0.6829999999999999,237490,0.491,1.04e-06,7,0.153,-7.207999999999999,1,0.0276,120.029,4,0.479,7
Kamandi,5QZGZHaSFNpJqIst9WB1wE,I Always Did,0.475,0.555,178286,0.369,0.923,1,0.115,-10.604,1,0.0395,139.94299999999998,4,0.0327,17
Saba,0Q8A7MPsoFg72xcVFBsS8Q,LOGOUT,0.0102,0.787,150108,0.382,0.0,1,0.092,-9.983,1,0.45,86.779,4,0.392,60
Lefa,6mULBXW2XovteW6ILevtOZ,Motel,0.317,0.615,122693,0.483,0.0,10,0.1009999999999999,-8.429,0,0.401,140.234,4,0.579,37
The Buttertones,0hCrfyA33TFgfbzVpOwuie,A Tear for Rosie,0.0013,0.485,176813,0.908,0.71,0,0.201,-4.042,1,0.0369,165.075,4,0.607,38
Grupo Codiciado,00VnU1dv87s2ZuVV8qx4ID,Hombre De Negocios,0.561,0.753,174827,0.273,0.0,10,0.108,-10.234,1,0.08,115.344,3,0.813,47
Caamp,7lrrxOhd9t3mUIMsgSP2Cu,Hey Joe,0.406,0.772,209685,0.51,0.0006,3,0.0931,-10.667,1,0.0338,130.017,4,0.8270000000000001,41
Zen Music Garden,3agHR5BLOpvFaDSY9vskiG,"White Noise Rain(Loopable,No fade)",0.1159999999999999,0.209,149243,1.0,0.731,0,0.636,-14.085,0,0.0684,84.715,4,1e-05,29
Key Glock,3THlMag2mVgUTs0qg0uai9,Maybach,0.0273,0.956,163280,0.551,0.0,9,0.147,-5.66,1,0.2269999999999999,132.054,4,0.314,56
Jean-Joseph Mouret,5cjUWU4589Rp2LC29ogOkU,"Suite de symphonies No. 1 in D Major: I. Rondeau (Arr. N. Balm for Trumpet, Organ & Trumpet Ensemble)",0.805,0.551,111067,0.278,0.845,9,0.352,-18.398,1,0.0396,80.846,4,0.574,5
CVLTVRE,6Eyjr9DXvwDhc2CIOMN3uM,Pour These Words,0.157,0.5589999999999999,293759,0.778,0.000109,11,0.12,-6.016,0,0.0393,120.037,4,0.212,13
Ben Rector,3bp9Wl5PUpS8Z8tL8uq0SH,Over and Over,0.00195,0.574,204886,0.67,3.07e-05,2,0.136,-6.609,1,0.0683,165.035,4,0.71,51
-ToBy-,6UBZRIyjIZ8qGczinNPdoe,Lost & Found,0.353,0.481,265000,0.499,0.0,11,0.1169999999999999,-13.223,0,0.324,119.567,4,0.0871,4
Charlie Brennan,3CWxF8tz9Xji8powu1GqiH,On Hold,0.782,0.677,209963,0.3929999999999999,0.0,1,0.128,-8.647,1,0.0298,124.077,4,0.25,14
The Lost Brothers,2NpHcmTUAvUwHw5APS1sQp,Echoes in the Wind,0.923,0.37,214067,0.211,0.0328,1,0.11,-16.397000000000002,1,0.0707,61.27,4,0.176,37
Suga Free,5SvfaIeUKN2FPMBDOhx1Dk,"After the Drinks Are Gone (feat. Cricet, Kay Nine & Licwit)",0.0331,0.794,278432,0.659,0.0,0,0.107,-7.526,1,0.217,90.029,4,0.608,25
Gareth Emery,6qp8IpXQT0yzycpWv1LjpI,Call To Arms (ASOT 882) - Davey Asprey Remix,0.000443,0.413,261460,0.905,0.7020000000000001,0,0.39,-11.213,0,0.069,135.994,4,0.0383,15
Lullaby Ensemble,61Zmz8GyOy4tgPKybzMzKr,If You're Happy and You Know It,0.682,0.551,99165,0.302,0.00153,7,0.1009999999999999,-7.388999999999999,1,0.0376,150.184,3,0.366,0
Elevation Collective,4boN2DqFBWlVTIQhBgNJBo,Raised to Life (feat. The Walls Group),0.000439,0.371,130215,0.787,0.000782,1,0.09,-5.774,1,0.0373,74.033,4,0.0467,37
Perpetuum Jazzile,2jdUcTkiAd2OVr9NmBPWd4,Don't Stop Me Now,0.0434,0.5770000000000001,214827,0.555,0.0,5,0.1369999999999999,-7.468999999999999,1,0.066,156.037,4,0.504,3
Hopes on Hold,2251G4JFpfS6BsdrIT2ELn,Rap Game Tom Hanks,0.181,0.625,216034,0.925,0.0065,1,0.3389999999999999,-5.676,1,0.0321,115.004,4,0.602,19
Atmosphere,3OFCSnSUxoJl1exy7LNLaw,Randy Mosh - Instrumental,0.0925,0.73,331187,0.465,0.311,6,0.562,-9.113,0,0.2019999999999999,76.998,4,0.419,17
Abbi Press,6LIJZzhGcSTgRdiuHKdSSW,Totality,0.2319999999999999,0.7490000000000001,215500,0.627,0.42,5,0.0796,-9.01,0,0.0504,114.986,4,0.66,14
AWOLNATION,2o2RDduVgudcGSLrFaV1D0,Handyman,0.258,0.492,202032,0.7240000000000001,0.162,7,0.255,-6.79,1,0.0332,84.23700000000001,4,0.3229999999999999,53
Khemmis,3nhNOYEQn0vqjxVXsoCzFd,Isolation,6.17e-06,0.258,288021,0.942,0.000287,10,0.144,-4.196000000000001,0,0.048,115.051,4,0.4639999999999999,13
Hugo Helmig,57YZrypMHWjr6S1vdjopFs,Times of War,0.163,0.705,206130,0.545,0.000111,6,0.36,-8.329,0,0.0296,129.02200000000002,4,0.316,40
JP Saxe,5lgZlTHsMbp1FiEseMhBDU,25 in Barcelona,0.888,0.574,191586,0.4579999999999999,0.0002819999999999,7,0.108,-7.499,1,0.0577,81.416,4,0.544,53
Zola Blood,7LflndC0YvTzRlq4FLA1TR,Heartbeat - Hudson Scott Remix,0.00117,0.757,218500,0.477,0.5,2,0.132,-11.912,1,0.033,130.02200000000002,4,0.168,24
Johann Sebastian Bach,3JQh1QV7pput3ALyjy1bVU,"St Matthew Passion, BWV 244: Part I, No. 14: Chorus ""Where wilt Thou""",0.979,0.357,17867,0.305,0.942,7,0.619,-22.737,1,0.0345,116.482,3,0.95,0
A-Trak,2EIE1wlTTe2g9CwKbL0paS,Prayer Hands,0.405,0.7909999999999999,171554,0.5589999999999999,0.573,1,0.1169999999999999,-6.692,1,0.213,112.021,4,0.763,42
Johann Sebastian Bach,12JPQE9GK9M8RDlRGMqNkM,"Prelude and Fugue in F Minor No. 12, BWV 857: I. Prelude",0.893,0.366,127173,0.239,0.283,4,0.0842,-21.765,0,0.0399,94.572,4,0.56,2
Johann Sebastian Bach,07nGmNt3ktR2MAiqwzMfnD,"Ach, was soll ich Sünder Machen, BWV 770: Partita V",0.974,0.19,44413,0.118,0.731,8,0.122,-22.023000000000003,1,0.0355,70.101,4,0.6829999999999999,1
Outlaw,6yU5y2BQ96fFfGduaI2OrH,Welcome to the Woods,0.126,0.774,111987,0.67,0.0002009999999999,4,0.225,-5.749,0,0.0769,90.03200000000001,4,0.1989999999999999,32
Paul Cherry,02EfUBR452SeQUfic5swi8,Your Letter,0.789,0.7290000000000001,180300,0.473,0.725,8,0.141,-11.609000000000002,1,0.0287,107.928,4,0.58,37
BONES,7jJOb0GVjhrZPVhiycu79N,ShineBox,0.257,0.875,195083,0.405,0.345,2,0.173,-12.244000000000002,0,0.0693,138.009,4,0.433,43
Ludwig van Beethoven,7KZB4tAJECjrogTxn2Avi7,"12 Variations on ""See the Conqu'ring Hero Comes"", WoO 45: Var. 8",0.987,0.327,47490,0.0973,0.836,3,0.22,-21.238000000000003,1,0.0375,140.673,4,0.485,9
J. Fizz,6NVdECG3ZcCIJdguPsRndB,Stop My Money (Freestyle),0.0785,0.528,58646,0.479,0.0,9,0.4529999999999999,-10.245,1,0.423,189.071,4,0.206,30
eugene cam,4EJWKSjo1XWciknImDfHU2,tilted.,0.0294,0.536,91553,0.628,0.0587,9,0.1159999999999999,-6.299,0,0.031,129.84799999999998,4,0.276,28
Ryuichi Sakamoto,3ec7G81GN5IadExLEYFKEG,andata - Electric Youth Remix,0.307,0.81,350290,0.432,0.916,8,0.109,-9.971,0,0.0458,120.003,4,0.623,34
Dobre Brothers,1GaA8hb6qqu4JOfhuwurt8,You Know You Lit - Remix,0.0631,0.8640000000000001,194952,0.426,0.00125,10,0.0899,-9.484,0,0.179,128.951,4,0.3,46
Makkie,5jOD14ccmGx0ZHGlaupfxS,Kop Op Een Thot (Remix) [Mula B & Dopebwoy],0.504,0.884,210003,0.517,0.00185,0,0.113,-9.956,0,0.2239999999999999,155.658,4,0.74,31
Orka iv,0TEajywILwYHn6FxFFq21l,Crying out Loud,0.524,0.68,212376,0.745,0.0,9,0.519,-7.766,1,0.128,130.029,4,0.746,9
Jeffrey Timberland,4NH2LrRJIWSBlpHjhpDxWp,Crowd,0.192,0.539,116428,0.475,0.88,5,0.187,-15.024,0,0.0269,116.406,4,0.226,0
Beto Peña,5otHFBlYtJntssUdLSGeJH,El Quemado,0.3329999999999999,0.733,138130,0.639,0.0,5,0.223,-3.547,1,0.0352,114.968,3,0.97,43
Thir13eenbeatz,03hASp4SmngXuqat2z0OlO,MVP (Can't Change Me),0.0545,0.426,206798,0.8079999999999999,0.0,6,0.144,-6.007000000000001,0,0.433,176.44299999999998,4,0.677,0
Fareoh,1wMzYStPT8RYs4y5Rr7oNk,Famous,0.118,0.701,165799,0.895,0.00115,10,0.324,-2.516,1,0.195,130.04,4,0.365,36
Starkill,5GY893p4DLbTHm6lQ6j0RO,The Pretender,0.00599,0.4479999999999999,234863,0.917,0.0537,0,0.0841,-4.932,1,0.0599,91.993,4,0.304,37
Dan Bull,4MXsjnk5nbmye8gQWkKChs,Doomfist's Greatest Hit,0.0935,0.546,232000,0.987,0.0,9,0.0995,-2.634,1,0.3829999999999999,149.78799999999998,4,0.581,23
Hudson River Valley,3tdcoDZQzGJd4uWb3iQAOR,Knowing Courage,0.603,0.607,119013,0.417,0.765,2,0.1159999999999999,-16.871,1,0.0479,100.003,4,0.882,24
Mass Minor,4pQTi3iaAR4zxvQvJfhgXz,Emerald Waters,0.3429999999999999,0.562,388792,0.4429999999999999,0.915,9,0.108,-15.768,0,0.0363,103.004,4,0.19,11
Plutus Effect,0O7BoqThjywZnsMjjSBuD4,Wonderous,0.965,0.7090000000000001,182962,0.0518,0.948,0,0.109,-25.081,1,0.0494,124.017,4,0.312,2
Armin van Buuren,3pniLTwg7QtgQa8ZkMRFIM,"A State Of Trance (ASOT 852) - Interview with Super8 & Tab, Pt. 2",0.306,0.696,37000,0.507,0.0,4,0.608,-11.461,0,0.434,53.882,5,0.6609999999999999,8
BeatingDance,0ZqFXO8es5Ot8B4MimDj1S,The Eagle,0.535,0.447,70713,0.713,0.858,9,0.239,-8.238,1,0.0357,179.875,4,0.965,19
Tune-Yards,0vHCfKdlN9F99vUpdAUQVe,Heart Attack,0.0222,0.669,223998,0.696,0.000291,11,0.127,-5.571000000000001,0,0.0486,117.963,4,0.33,44
Moe,7tr2XBDQe3CusRZ1Ftz5d0,Ultima vez,0.472,0.679,200455,0.698,0.0,1,0.0901,-4.82,1,0.0794,87.954,4,0.904,15
Neighborhood Crook,7LqgeWBqqeEEQ6wDdEIRqG,Wrist Glow,0.6629999999999999,0.486,105352,0.435,0.84,1,0.088,-13.694,1,0.12,127.507,5,0.389,0
Joshua Hyslop,60H0W3yxyj0hSJyKRktzl5,Say It Again,0.272,0.268,227960,0.411,0.00137,3,0.113,-8.621,1,0.0273,176.584,3,0.372,33
Super8 & Tab,5tDvfH7qBhUlIEq19UqHbA,Cosmo (ASOT 852),0.000614,0.228,219875,0.69,0.0369,1,0.402,-11.6,1,0.0388,130.847,4,0.131,15
Chuy Vega,39ZYg7xSNcANp6AOF8PyS7,Que Chasco Me Lleve,0.299,0.8059999999999999,208718,0.53,1.06e-06,8,0.305,-8.204,1,0.0651,101.42,4,0.898,1
Graham Coxon,2bgaoSTiyBG7nFmRa9rXW2,The Snare,0.0194,0.637,284547,0.8079999999999999,0.787,4,0.15,-6.8660000000000005,1,0.0523,114.935,3,0.276,27
Rain Sounds,3hv74ESKeCnCGynqyE7fc3,Relaxing Gentle Rain,0.135,0.158,352000,0.991,0.98,6,0.9,-29.042,1,0.0515,84.485,3,1e-05,0
S. P. Balasubrahmanyam,69wyT85o5ICtJPdYyEvQvf,"Ninagagi Naanu (From ""Karulina Kudi"")",0.763,0.624,304970,0.7190000000000001,0.0002279999999999,7,0.14,-2.3,0,0.0376,98.489,4,0.773,0
Ludovico Einaudi,6uWoeqipmcJL5ZpWPsoPgV,Fuori dalla notte,0.993,0.526,277838,0.0714,0.912,11,0.0804,-21.963,0,0.0519,90.01799999999999,3,0.114,23
Wolfgang Amadeus Mozart,5rkxpeE5JgGSmv011yje8y,"Così fan tutte, K. 588, Act I: Amor, il nume (Live)",0.994,0.407,52267,0.1639999999999999,0.0,7,0.7340000000000001,-15.3,0,0.04,80.024,3,0.428,4
$tupid Young,5RN1UWogrHoOFT8RRxpDgA,What I Want (feat. Fenix Flexin),0.496,0.802,164587,0.5589999999999999,1.1e-05,8,0.163,-9.759,1,0.0904,105.006,4,0.45,52
LOYALS,4FIdVfqcQZGy7SlpugYa8C,To the Top,0.0020399999999999,0.623,207202,0.946,0.0,2,0.139,-5.074,1,0.0774,128.045,4,0.449,21
Southside,3BgQzQ13dj28oZVdIedYUU,Pt. I Won't Play,0.289,0.6559999999999999,201840,0.618,0.0,6,0.109,-6.006,0,0.23,62.536,4,0.108,25
Cliff Lin,3IKCPlL6eYDkc1fX8oS2xj,Pioneers Of The Apocalypse,0.000226,0.4479999999999999,159444,0.938,0.922,8,0.1159999999999999,-4.724,1,0.0615,144.006,4,0.0935,34
Kid Kapichi,4JL5lBnYKq5NUbNiOeoKVV,Puppet Strings,0.0067,0.54,178627,0.865,7.670000000000001e-05,8,0.251,-4.492,1,0.0489,118.99,4,0.4589999999999999,24
Ghastly,73TV5BENmsEnvspM8Odp3N,Geisha (The Tokyo VIP),0.000388,0.6629999999999999,214154,0.942,0.688,10,0.1889999999999999,-5.016,0,0.0421,130.058,4,0.129,47
Maths Time Joy,5mcsC2zbsKh6eGCJop6u5J,Cut Them Loose,0.763,0.78,273427,0.29,0.000499,6,0.0935,-13.0,0,0.0745,115.95,4,0.215,0
Dreamosmith,5K6aPA32vOhq6kCwsz1N4f,Daddy Loves You,0.979,0.349,187742,0.0369,0.413,8,0.066,-18.841,1,0.0839,119.338,4,0.379,22
Los Ramones De Nuevo Leon,7rFmeMGxhgZaQcU2B8MGFA,Flor Hermosa,0.461,0.784,169827,0.478,0.0,9,0.107,-5.5120000000000005,1,0.0296,96.303,4,0.77,27
Zeke,0Qhs46bSkuIlfZC24hdLxk,Burn,1.84e-05,0.313,81907,0.989,0.715,8,0.297,-7.548999999999999,1,0.0837,109.186,4,0.492,15
Renacimiento 74,7yWhvO80NWl3PEKZouR7Ar,Donde Estás Corazon,0.579,0.425,191190,0.442,0.0,2,0.139,-7.191,1,0.0369,97.739,4,0.4029999999999999,3
Ludwig van Beethoven,2Rh3tA6adDoHPyv1p8Iy7b,"String Quartet No. 9 in C Major, Op. 59, No. 3: II. Andante con moto quasi allegretto",0.898,0.207,505747,0.0212,0.0758,5,0.103,-27.651,1,0.0483,82.64,3,0.132,18
Ricki Ferrier,2xhLzRJLO99gmQTfvl3Nti,Can't Take It,0.107,0.608,258107,0.119,0.0,5,0.0645,-25.141,1,0.1369999999999999,159.901,4,0.109,1
Different Heaven,0zUJN3Ylaj8HIUT0qxLcyv,Goodbye,0.128,0.6709999999999999,182627,0.72,6.929999999999999e-05,8,0.13,-4.349,1,0.0566,125.986,4,0.228,41
Meikle,626uurGFYXNbf2aR4hEVxY,Never Left My Sight,0.304,0.6409999999999999,175833,0.7709999999999999,4.47e-06,3,0.5489999999999999,-5.353,1,0.0484,126.055,4,0.509,16
Amitabh Bachchan,2qcBxqONiFmpJ6E8RFweDO,Waqt Ne Kiya Kya Haseen Sitam,0.7490000000000001,0.535,297600,0.38,0.359,5,0.221,-10.763,1,0.0297,99.991,4,0.479,15
Audra Mae,32Xcqk0WiUAMmEcwHGHgzM,Open Arms,0.0433,0.677,267141,0.693,1.56e-06,2,0.113,-6.0760000000000005,1,0.024,101.488,4,0.478,16
Vlad Holiday,0AOyhCGi7Hx6LN91W8xHvu,Children,0.3289999999999999,0.573,233000,0.7290000000000001,0.6829999999999999,2,0.305,-5.916,1,0.0299,119.997,4,0.1119999999999999,19
Jump Ship,2vEWVc57EJ8yuw5VH43YG0,Cranial Exposure,0.000316,0.6,151641,0.509,0.867,7,0.127,-14.941,1,0.0515,97.021,4,0.034,1
Michael Giacchino,6egSwHjcGh2jJw7AcBWr8u,Roulette the Chips Fall,0.889,0.121,413569,0.017,0.965,5,0.152,-37.269,1,0.0345,83.302,4,0.0331,9
Disclosure,4cFSYoHgLG90GQTf3TIdGc,Funky Sensation,0.0101,0.6779999999999999,215593,0.795,0.0159,4,0.0981,-6.309,0,0.131,118.006,4,0.648,62
Ermal Meta,1oMYET9xQB8XpxwTt2c5Dz,Non mi avete fatto niente,0.309,0.568,208080,0.89,0.0,6,0.207,-4.612,1,0.0554,90.025,4,0.644,58
Codice,4byBIZGNN9fzE1mzJ9kYIo,Dueña de Mi Vida,0.561,0.499,201906,0.34,2.11e-05,5,0.11,-12.841,1,0.0583,174.493,4,0.883,7
Swank Davis,2c23nvP4CdGUwEmlub2yJ9,Winners/Losers,0.522,0.768,153652,0.573,0.0,10,0.216,-8.014,0,0.306,139.986,4,0.731,0
Nos,46zdmScsOwzY8YjfELVDyU,My City,0.532,0.799,62697,0.3329999999999999,0.939,8,0.11,-30.492,1,0.0529,109.995,4,0.861,46
Tryhardninja,2PlyzOUZlb9C5MIz8aL6Ie,Get Over It,0.0225,0.614,196875,0.848,0.0,10,0.332,-5.473,0,0.0558,127.914,4,0.591,13
Blu,2WMYYlhgRXsqiGqkxsCmTt,"God Shit (feat. Aloe Blacc, Cashus King & Definite Mass)",0.222,0.425,296387,0.922,3.89e-06,0,0.344,-5.2860000000000005,1,0.384,177.535,4,0.375,16
Humongous The God,2w82ZHr7fC6iYQxlJtC725,Greener Days,0.434,0.856,152741,0.7190000000000001,0.000151,2,0.134,-6.074,1,0.296,121.028,4,0.181,37
Orgone,1jimRUxpT6r9yciohZ8K4u,Let Me Be Your Lovemaker,0.0572,0.58,362862,0.841,0.000921,0,0.111,-4.239,0,0.0488,101.806,4,0.542,19
Aiel Waste,0CTmmkWWM5CQuT7TFwH4BL,Struggles Will Get You Nowhere,0.3389999999999999,0.623,122566,0.218,0.885,1,0.124,-31.082,1,0.0554,118.999,3,0.894,0
Jai Nova,29YdvaOS43YDIGtulU1wUn,Heart Is A Liar - Axollo Remix,0.012,0.917,174000,0.374,1.72e-06,6,0.0842,-5.126,0,0.178,115.036,4,0.5539999999999999,31
Super Simple Songs,2ApFBFOMUjUCGdcap794m7,Humpty Dumpty,0.75,0.737,72632,0.292,8.63e-06,9,0.121,-9.402,1,0.0338,113.945,1,0.96,37
Paul Santacruz,0fatga5Zu5jRJ8vxWCDAOI,Contando Dias y Meses,0.648,0.62,209320,0.174,2.01e-05,7,0.0622,-18.326,1,0.0969999999999999,184.973,4,0.963,2
H.E.R.,6rxuWN8wr681a5vlQBv5bv,Could've Been (Remix) (feat. Tone Stith),0.598,0.569,251357,0.356,2.91e-06,1,0.204,-11.213,0,0.212,103.709,4,0.504,52
Summer Walker,20pFafvkSO7x2rOlA5Cf3y,CPR,0.637,0.693,203240,0.369,0.00335,7,0.0951,-12.683,0,0.175,140.148,4,0.141,60
Austin Crute,5SP37UUsboh7FHf1kX4CSS,Signs,0.643,0.695,215690,0.602,0.0,1,0.107,-5.376,1,0.0864,114.966,4,0.362,16
Screeching Weasel,51fuIowCUejW9JSxjdtY6x,I'm Not In Love,0.00107,0.43,120409,0.953,0.0,4,0.362,-3.327,1,0.108,115.234,4,0.575,15
JPB,2uqPjGh9wV4YWZcEiCDSqQ,Fire,0.0601,0.6709999999999999,216000,0.649,2.2e-06,10,0.119,-6.733,0,0.0369,95.054,4,0.455,24
Caden Jester,6ZG2Dt9HE3gAD4vy3yVAC9,Fade (feat. Butterjack),0.0072299999999999,0.614,274528,0.919,4.3200000000000007e-05,11,0.0888,-3.9,0,0.0491,106.017,4,0.433,28
Rain Sounds,1yIiSVzRHCY0P4mqE7nbOF,A Thunderstorm In Norway,0.177,0.057,260000,0.968,0.715,2,0.616,-18.225,1,0.14,54.256,3,0.00844,1
Celer,5cCfU83v4TB6OOXkB78zrU,7° 10° 77° 83°,0.904,0.143,593030,0.0314,0.91,4,0.0758,-37.597,0,0.0396,140.379,4,0.0335,27
StackUpGang,47LVCoA3PSlx46oTVq8fGQ,Fronting Like He In a Range He In A Land Rover,0.556,0.589,109923,0.31,0.00153,8,0.075,-11.075,1,0.0847,161.697,5,0.551,2
Lil Bo Weep,3w3vEjSr2HUV5dzN5EWxt1,Look like an Ocean,0.291,0.2689999999999999,49062,0.0865,0.935,0,0.132,-17.134,1,0.0485,120.846,1,0.0369,30
Ry Cooder,5JNFuKR6sauneG9sEfxbCj,Shrinking Man,0.562,0.669,247413,0.64,0.0,2,0.0969999999999999,-8.146,1,0.0392,129.77700000000002,4,0.958,6
Ben Prunty,3ZRymKxDjk2jHmwsETcg9O,Antiquity Row,0.7609999999999999,0.575,164051,0.68,0.845,4,0.102,-13.387,0,0.0352,158.02,4,0.387,27
gugudan,2a2u3rXdvwjkZUV4K3jepq,Silly,0.0248,0.787,240652,0.861,0.0,8,0.13,-2.803,1,0.0359,125.012,4,0.654,30
Tamarindo Norteño,3JJpTbyyRyfgoCqasnyj16,Mi Jefe Es El Mayo,0.165,0.637,161280,0.861,0.0,7,0.175,-4.589,1,0.0627,95.892,3,0.81,26
Blessid Union Of Souls,7Bqmtu5guJy410FLA6Cqlz,My Mother,0.00494,0.637,248426,0.852,1.42e-06,5,0.29,-5.517,1,0.05,94.957,4,0.629,25
Burbank,0nKkwfguampuOqtwyUopI1,Let's Try Again,0.614,0.7929999999999999,155862,0.261,0.085,1,0.196,-5.784,1,0.131,86.94,4,0.3989999999999999,0
Gilberto Gil,0KLb0RcWGBlOXUmXxdJqOB,Um sonho,0.705,0.481,287373,0.293,1.67e-06,0,0.17,-12.127,1,0.0359,120.373,4,0.347,1
